Main Ship Speed,Lead Times,Lead Times Category,Average Unit Price,# Units Sold,Gross Revenue,Total Costs,Gross Margin,Branded,Brand Awareness,Source
Large Parcel,2,48 Hours,735,182,133770,117566,0.1211332884802272,Y,0.01,Potential
Large Parcel,7,1-2 Weeks,1163,201,233763,210976,0.0974790706827,N,0.0,Potential
Small Parcel,2,48 Hours,91,3587,326417,245514,0.2478516743919587,Y,0.13,Current
Large Parcel,26,3-4 Weeks,177,195,34515,27985,0.1891931044473417,Y,0.04,Current
Large Parcel,17,2-3 Weeks,2778,660,1833480,1698320,0.0737177389445208,Y,0.13,Current
Large Parcel,1,24 Hours,781,1149,897369,848412,0.0545561524857667,Y,0.03,Potential
Large Parcel,27,3-4 Weeks,1477,1105,1632085,1503792,0.0786068127579139,N,0.0,Potential
Large Parcel,2,48 Hours,6392,680,4346560,3599345,0.1719095100493263,Y,0.03,Potential
Large Parcel,2,48 Hours,1232,5724,7051968,5461828,0.2254888280831677,Y,0.01,Potential
Large Parcel,10,1-2 Weeks,1663,1381,2296603,2053502,0.1058524263880174,Y,0.04,Current
Small Parcel,14,2-3 Weeks,559,220,122980,110645,0.1003008619287689,Y,0.02,Potential
Small Parcel,26,3-4 Weeks,183,2620,479460,421365,0.1211675635089475,Y,0.02,Potential
Small Parcel,6,Less Than 1 Week,884,840,742560,646137,0.1298521331609567,N,0.0,Potential
Large Parcel,9,1-2 Weeks,356,1088,387328,302208,0.219762062128222,N,0.0,Potential
Small Parcel,27,3-4 Weeks,2365,932,2204180,2092728,0.050563928535782,N,0.0,Potential
Small Parcel,9,1-2 Weeks,75,136,10200,9273,0.0908823529411764,N,0.0,Potential
Large Parcel,5,Less Than 1 Week,1839,166,305274,250240,0.1802773901478671,Y,0.13,Potential
Large Parcel,6,Less Than 1 Week,574,1036,594664,550640,0.0740317221153458,N,0.0,Potential
Large Parcel,1,24 Hours,2356,232,546592,430462,0.2124619460218956,Y,0.03,Potential
Large Parcel,27,3-4 Weeks,165,50,8250,7776,0.0574545454545454,Y,0.18,Potential
Large Parcel,27,3-4 Weeks,96,484,46464,37163,0.2001764807162534,N,0.0,Potential
Large Parcel,10,1-2 Weeks,411,210,86310,81601,0.0545591472598771,N,0.0,Potential
Small Parcel,2,48 Hours,681,517,352077,310833,0.1171448291140858,Y,0.01,Current
Small Parcel,24,3-4 Weeks,2932,1826,5353832,4297819,0.1972443289217891,N,0.0,Current
Large Parcel,19,2-3 Weeks,149,3035,452215,422103,0.0665877956281857,N,0.0,Potential
Small Parcel,23,3-4 Weeks,773,50,38650,29522,0.2361707632600258,Y,0.2,Potential
